# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1965-11-01;--:--;    489.000
1965-11-02;--:--;    476.000
1965-11-03;--:--;    476.000
1965-11-04;--:--;    472.000
1965-11-05;--:--;    486.000
1965-11-06;--:--;    495.000
1965-11-07;--:--;    495.000
1965-11-08;--:--;    486.000
1965-11-09;--:--;    495.000
1965-11-10;--:--;    510.000
1965-11-11;--:--;    530.000
1965-11-12;--:--;    530.000
1965-11-13;--:--;    535.000
1965-11-14;--:--;    530.000
1965-11-15;--:--;    545.000
1965-11-16;--:--;    540.000
1965-11-17;--:--;    535.000
1965-11-18;--:--;    560.000
1965-11-19;--:--;    650.000
1965-11-20;--:--;    890.000
1965-11-21;--:--;   1240.000
1965-11-22;--:--;   1530.000
1965-11-23;--:--;   1530.000
1965-11-24;--:--;   1860.000
1965-11-25;--:--;   1950.000
1965-11-26;--:--;   2040.000
1965-11-27;--:--;   2110.000
1965-11-28;--:--;   2140.000
1965-11-29;--:--;   2250.000
1965-11-30;--:--;   2470.000
1965-12-01;--:--;   2690.000
1965-12-02;--:--;   2880.000
1965-12-03;--:--;   3020.000
1965-12-04;--:--;   3050.000
1965-12-05;--:--;   3060.000
1965-12-06;--:--;   3110.000
1965-12-07;--:--;   3170.000
1965-12-08;--:--;   3210.000
1965-12-09;--:--;   3240.000
1965-12-10;--:--;   3250.000
1965-12-11;--:--;   3300.000
1965-12-12;--:--;   3420.000
1965-12-13;--:--;   3450.000
1965-12-14;--:--;   3300.000
1965-12-15;--:--;   3140.000
1965-12-16;--:--;   3040.000
1965-12-17;--:--;   2960.000
1965-12-18;--:--;   2850.000
1965-12-19;--:--;   2790.000
1965-12-20;--:--;   2730.000
1965-12-21;--:--;   2640.000
1965-12-22;--:--;   2580.000
1965-12-23;--:--;   2580.000
1965-12-24;--:--;   2520.000
1965-12-25;--:--;   2510.000
1965-12-26;--:--;   2630.000
1965-12-27;--:--;   2920.000
1965-12-28;--:--;   3320.000
1965-12-29;--:--;   3610.000
1965-12-30;--:--;   3760.000
1965-12-31;--:--;   3800.000
1966-01-01;--:--;   3800.000
1966-01-02;--:--;   3890.000
1966-01-03;--:--;   4120.000
1966-01-04;--:--;   4250.000
1966-01-05;--:--;   4300.000
1966-01-06;--:--;   4320.000
1966-01-07;--:--;   4220.000
1966-01-08;--:--;   4060.000
1966-01-09;--:--;   3890.000
1966-01-10;--:--;   3680.000
1966-01-11;--:--;   3370.000
1966-01-12;--:--;   3100.000
1966-01-13;--:--;   2960.000
1966-01-14;--:--;   2870.000
1966-01-15;--:--;   2700.000
1966-01-16;--:--;   2550.000
1966-01-17;--:--;   2320.000
1966-01-18;--:--;   2120.000
1966-01-19;--:--;   1900.000
1966-01-20;--:--;   1710.000
1966-01-21;--:--;   1610.000
1966-01-22;--:--;   1680.000
1966-01-23;--:--;   1680.000
1966-01-24;--:--;   2240.000
1966-01-25;--:--;   2670.000
1966-01-26;--:--;   3200.000
1966-01-27;--:--;   3610.000
1966-01-28;--:--;   3920.000
1966-01-29;--:--;   4090.000
1966-01-30;--:--;   4010.000
1966-01-31;--:--;   3730.000
1966-02-01;--:--;   3450.000
1966-02-02;--:--;   3200.000
1966-02-03;--:--;   2950.000
1966-02-04;--:--;   2700.000
1966-02-05;--:--;   2500.000
1966-02-06;--:--;   2270.000
1966-02-07;--:--;   2120.000
1966-02-08;--:--;   2040.000
1966-02-09;--:--;   2190.000
1966-02-10;--:--;   2470.000
1966-02-11;--:--;   2930.000
1966-02-12;--:--;   3470.000
1966-02-13;--:--;   3850.000
1966-02-14;--:--;   4130.000
1966-02-15;--:--;   4120.000
1966-02-16;--:--;   3980.000
1966-02-17;--:--;   3730.000
1966-02-18;--:--;   3450.000
1966-02-19;--:--;   3270.000
1966-02-20;--:--;   3110.000
1966-02-21;--:--;   2990.000
1966-02-22;--:--;   2890.000
1966-02-23;--:--;   2890.000
1966-02-24;--:--;   2860.000
1966-02-25;--:--;   2780.000
1966-02-26;--:--;   2700.000
1966-02-27;--:--;   2650.000
1966-02-28;--:--;   2570.000
1966-03-01;--:--;   2470.000
1966-03-02;--:--;   2540.000
1966-03-03;--:--;   2780.000
1966-03-04;--:--;   2820.000
1966-03-05;--:--;   2700.000
1966-03-06;--:--;   2560.000
1966-03-07;--:--;   2330.000
1966-03-08;--:--;   2170.000
1966-03-09;--:--;   2040.000
1966-03-10;--:--;   1960.000
1966-03-11;--:--;   1850.000
1966-03-12;--:--;   1750.000
1966-03-13;--:--;   1660.000
1966-03-14;--:--;   1590.000
1966-03-15;--:--;   1510.000
1966-03-16;--:--;   1450.000
1966-03-17;--:--;   1400.000
1966-03-18;--:--;   1350.000
1966-03-19;--:--;   1290.000
1966-03-20;--:--;   1220.000
1966-03-21;--:--;   1170.000
1966-03-22;--:--;   1110.000
1966-03-23;--:--;   1110.000
1966-03-24;--:--;   1060.000
1966-03-25;--:--;   1010.000
1966-03-26;--:--;    975.000
1966-03-27;--:--;    975.000
1966-03-28;--:--;   1000.000
1966-03-29;--:--;   1080.000
1966-03-30;--:--;   1200.000
1966-03-31;--:--;   1220.000
1966-04-01;--:--;   1190.000
1966-04-02;--:--;   1200.000
1966-04-03;--:--;   1200.000
1966-04-04;--:--;   1160.000
1966-04-05;--:--;   1110.000
1966-04-06;--:--;   1070.000
1966-04-07;--:--;   1050.000
1966-04-08;--:--;   1040.000
1966-04-09;--:--;   1060.000
1966-04-10;--:--;   1120.000
1966-04-11;--:--;   1150.000
1966-04-12;--:--;   1220.000
1966-04-13;--:--;   1280.000
1966-04-14;--:--;   1320.000
1966-04-15;--:--;   1310.000
1966-04-16;--:--;   1320.000
1966-04-17;--:--;   1440.000
1966-04-18;--:--;   1570.000
1966-04-19;--:--;   1680.000
1966-04-20;--:--;   1800.000
1966-04-21;--:--;   1910.000
1966-04-22;--:--;   1900.000
1966-04-23;--:--;   1900.000
1966-04-24;--:--;   1840.000
1966-04-25;--:--;   1770.000
1966-04-26;--:--;   1660.000
1966-04-27;--:--;   1600.000
1966-04-28;--:--;   1550.000
1966-04-29;--:--;   1580.000
1966-04-30;--:--;   1600.000
1966-05-01;--:--;   1560.000
1966-05-02;--:--;   1450.000
1966-05-03;--:--;   1300.000
1966-05-04;--:--;   1200.000
1966-05-05;--:--;   1160.000
1966-05-06;--:--;   1130.000
1966-05-07;--:--;   1130.000
1966-05-08;--:--;   1120.000
1966-05-09;--:--;   1120.000
1966-05-10;--:--;   1150.000
1966-05-11;--:--;   1180.000
1966-05-12;--:--;   1260.000
1966-05-13;--:--;   1310.000
1966-05-14;--:--;   1370.000
1966-05-15;--:--;   1480.000
1966-05-16;--:--;   1480.000
1966-05-17;--:--;   1390.000
1966-05-18;--:--;   1270.000
1966-05-19;--:--;   1160.000
1966-05-20;--:--;   1080.000
1966-05-21;--:--;   1000.000
1966-05-22;--:--;    965.000
1966-05-23;--:--;    965.000
1966-05-24;--:--;    990.000
1966-05-25;--:--;    975.000
1966-05-26;--:--;    955.000
1966-05-27;--:--;    910.000
1966-05-28;--:--;    855.000
1966-05-29;--:--;    810.000
1966-05-30;--:--;    750.000
1966-05-31;--:--;    675.000
1966-06-01;--:--;    630.000
1966-06-02;--:--;    615.000
1966-06-03;--:--;    600.000
1966-06-04;--:--;    565.000
1966-06-05;--:--;    535.000
1966-06-06;--:--;    515.000
1966-06-07;--:--;    494.000
1966-06-08;--:--;    486.000
1966-06-09;--:--;    467.000
1966-06-10;--:--;    467.000
1966-06-11;--:--;    452.000
1966-06-12;--:--;    448.000
1966-06-13;--:--;    478.000
1966-06-14;--:--;    455.000
1966-06-15;--:--;    448.000
1966-06-16;--:--;    425.000
1966-06-17;--:--;    422.000
1966-06-18;--:--;    429.000
1966-06-19;--:--;    425.000
1966-06-20;--:--;    433.000
1966-06-21;--:--;    440.000
1966-06-22;--:--;    459.000
1966-06-23;--:--;    459.000
1966-06-24;--:--;    585.000
1966-06-25;--:--;    630.000
1966-06-26;--:--;    605.000
1966-06-27;--:--;    555.000
1966-06-28;--:--;    515.000
1966-06-29;--:--;    478.000
1966-06-30;--:--;    455.000
1966-07-01;--:--;    437.000
1966-07-02;--:--;    414.000
1966-07-03;--:--;    388.000
1966-07-04;--:--;    369.000
1966-07-05;--:--;    360.000
1966-07-06;--:--;    344.000
1966-07-07;--:--;    344.000
1966-07-08;--:--;    334.000
1966-07-09;--:--;    331.000
1966-07-10;--:--;    320.000
1966-07-11;--:--;    320.000
1966-07-12;--:--;    320.000
1966-07-13;--:--;    315.000
1966-07-14;--:--;    307.000
1966-07-15;--:--;    299.000
1966-07-16;--:--;    296.000
1966-07-17;--:--;    289.000
1966-07-18;--:--;    281.000
1966-07-19;--:--;    283.000
1966-07-20;--:--;    304.000
1966-07-21;--:--;    331.000
1966-07-22;--:--;    382.000
1966-07-23;--:--;    382.000
1966-07-24;--:--;    448.000
1966-07-25;--:--;    414.000
1966-07-26;--:--;    382.000
1966-07-27;--:--;    372.000
1966-07-28;--:--;    363.000
1966-07-29;--:--;    360.000
1966-07-30;--:--;    350.000
1966-07-31;--:--;    338.000
1966-08-01;--:--;    320.000
1966-08-02;--:--;    317.000
1966-08-03;--:--;    320.000
1966-08-04;--:--;    331.000
1966-08-05;--:--;    354.000
1966-08-06;--:--;    363.000
1966-08-07;--:--;    410.000
1966-08-08;--:--;    403.000
1966-08-09;--:--;    369.000
1966-08-10;--:--;    369.000
1966-08-11;--:--;    395.000
1966-08-12;--:--;    369.000
1966-08-13;--:--;    344.000
1966-08-14;--:--;    328.000
1966-08-15;--:--;    315.000
1966-08-16;--:--;    289.000
1966-08-17;--:--;    273.000
1966-08-18;--:--;    266.000
1966-08-19;--:--;    251.000
1966-08-20;--:--;    255.000
1966-08-21;--:--;    251.000
1966-08-22;--:--;    238.000
1966-08-23;--:--;    238.000
1966-08-24;--:--;    227.000
1966-08-25;--:--;    231.000
1966-08-26;--:--;    251.000
1966-08-27;--:--;    247.000
1966-08-28;--:--;    258.000
1966-08-29;--:--;    262.000
1966-08-30;--:--;    278.000
1966-08-31;--:--;    276.000
1966-09-01;--:--;    273.000
1966-09-02;--:--;    286.000
1966-09-03;--:--;    304.000
1966-09-04;--:--;    291.000
1966-09-05;--:--;    291.000
1966-09-06;--:--;    296.000
1966-09-07;--:--;    286.000
1966-09-08;--:--;    289.000
1966-09-09;--:--;    266.000
1966-09-10;--:--;    260.000
1966-09-11;--:--;    247.000
1966-09-12;--:--;    229.000
1966-09-13;--:--;    224.000
1966-09-14;--:--;    225.000
1966-09-15;--:--;    213.000
1966-09-16;--:--;    209.000
1966-09-17;--:--;    200.000
1966-09-18;--:--;    193.000
1966-09-19;--:--;    193.000
1966-09-20;--:--;    188.000
1966-09-21;--:--;    209.000
1966-09-22;--:--;    202.000
1966-09-23;--:--;    202.000
1966-09-24;--:--;    191.000
1966-09-25;--:--;    183.000
1966-09-26;--:--;    181.000
1966-09-27;--:--;    173.000
1966-09-28;--:--;    181.000
1966-09-29;--:--;    191.000
1966-09-30;--:--;    188.000
1966-10-01;--:--;    183.000
1966-10-02;--:--;    191.000
1966-10-03;--:--;    207.000
1966-10-04;--:--;    258.000
1966-10-05;--:--;    328.000
1966-10-06;--:--;    344.000
1966-10-07;--:--;    338.000
1966-10-08;--:--;    414.000
1966-10-09;--:--;    459.000
1966-10-10;--:--;    444.000
1966-10-11;--:--;    395.000
1966-10-12;--:--;    350.000
1966-10-13;--:--;    328.000
1966-10-14;--:--;    309.000
1966-10-15;--:--;    331.000
1966-10-16;--:--;    369.000
1966-10-17;--:--;    379.000
1966-10-18;--:--;    429.000
1966-10-19;--:--;    478.000
1966-10-20;--:--;    515.000
1966-10-21;--:--;    515.000
1966-10-22;--:--;    515.000
1966-10-23;--:--;    515.000
1966-10-24;--:--;    498.000
1966-10-25;--:--;    680.000
1966-10-26;--:--;    955.000
1966-10-27;--:--;   1320.000
1966-10-28;--:--;   1500.000
1966-10-29;--:--;   1470.000
1966-10-30;--:--;   1390.000
1966-10-31;--:--;   1240.000
1966-11-01;--:--;   1050.000
1966-11-02;--:--;    915.000
1966-11-03;--:--;    910.000
1966-11-04;--:--;    865.000
1966-11-05;--:--;    820.000
1966-11-06;--:--;    885.000
1966-11-07;--:--;   1100.000
1966-11-08;--:--;   1420.000
1966-11-09;--:--;   1820.000
1966-11-10;--:--;   2080.000
1966-11-11;--:--;   2300.000
1966-11-12;--:--;   2290.000
1966-11-13;--:--;   2100.000
1966-11-14;--:--;   1900.000
1966-11-15;--:--;   1750.000
1966-11-16;--:--;   1700.000
1966-11-17;--:--;   1580.000
1966-11-18;--:--;   1410.000
1966-11-19;--:--;   1270.000
1966-11-20;--:--;   1180.000
1966-11-21;--:--;   1130.000
1966-11-22;--:--;   1090.000
1966-11-23;--:--;   1090.000
1966-11-24;--:--;   1070.000
1966-11-25;--:--;   1020.000
1966-11-26;--:--;    970.000
1966-11-27;--:--;    925.000
1966-11-28;--:--;    905.000
1966-11-29;--:--;    895.000
1966-11-30;--:--;    920.000
1966-12-01;--:--;    965.000
1966-12-02;--:--;   1070.000
1966-12-03;--:--;   1220.000
1966-12-04;--:--;   1460.000
1966-12-05;--:--;   1650.000
1966-12-06;--:--;   1760.000
1966-12-07;--:--;   1920.000
1966-12-08;--:--;   2120.000
1966-12-09;--:--;   2340.000
1966-12-10;--:--;   2410.000
1966-12-11;--:--;   2370.000
1966-12-12;--:--;   2280.000
1966-12-13;--:--;   2330.000
1966-12-14;--:--;   2540.000
1966-12-15;--:--;   2930.000
1966-12-16;--:--;   3090.000
1966-12-17;--:--;   3190.000
1966-12-18;--:--;   3200.000
1966-12-19;--:--;   3130.000
1966-12-20;--:--;   2970.000
1966-12-21;--:--;   2800.000
1966-12-22;--:--;   2610.000
1966-12-23;--:--;   2610.000
1966-12-24;--:--;   2080.000
1966-12-25;--:--;   1960.000
1966-12-26;--:--;   1890.000
1966-12-27;--:--;   1840.000
1966-12-28;--:--;   1840.000
1966-12-29;--:--;   1890.000
1966-12-30;--:--;   1980.000
1966-12-31;--:--;   2120.000
1967-01-01;--:--;   2270.000
1967-01-02;--:--;   2420.000
1967-01-03;--:--;   2570.000
1967-01-04;--:--;   2670.000
1967-01-05;--:--;   2720.000
1967-01-06;--:--;   2740.000
1967-01-07;--:--;   2720.000
1967-01-08;--:--;   2650.000
1967-01-09;--:--;   2490.000
1967-01-10;--:--;   2240.000
1967-01-11;--:--;   2030.000
1967-01-12;--:--;   1800.000
1967-01-13;--:--;   1630.000
1967-01-14;--:--;   1510.000
1967-01-15;--:--;   1420.000
1967-01-16;--:--;   1350.000
1967-01-17;--:--;   1300.000
1967-01-18;--:--;   1250.000
1967-01-19;--:--;   1210.000
1967-01-20;--:--;   1200.000
1967-01-21;--:--;   1180.000
1967-01-22;--:--;   1170.000
1967-01-23;--:--;   1170.000
1967-01-24;--:--;   1240.000
1967-01-25;--:--;   1340.000
1967-01-26;--:--;   1490.000
1967-01-27;--:--;   1650.000
1967-01-28;--:--;   1750.000
1967-01-29;--:--;   1790.000
1967-01-30;--:--;   1800.000
1967-01-31;--:--;   1740.000
1967-02-01;--:--;   1640.000
1967-02-02;--:--;   1530.000
1967-02-03;--:--;   1420.000
1967-02-04;--:--;   1310.000
1967-02-05;--:--;   1250.000
1967-02-06;--:--;   1190.000
1967-02-07;--:--;   1130.000
1967-02-08;--:--;   1090.000
