# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-01-03
#
# GRDC-No.:              6123100
# River:                 LOIRE
# Station:               MONTJEAN
# Country:               FR
# Latitude (DD):       47.38
# Longitude (DD):      -0.83
# Catchment area (km²):      110000.0
# Altitude (m ASL):        9.0
# Next downstream station:      -
# Remarks:               
# Owner of original data: Initial dataset collected in the framework of the First GARP Global Experiment (FGGE)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1963-01 - 1979-12
# No. of years:          17
# Last update:           2018-05-24
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 6209
# DATA
YYYY-MM-DD;hh:mm; Value
1971-06-18;--:--;   1050.000
1971-06-19;--:--;   1040.000
1971-06-20;--:--;    995.000
1971-06-21;--:--;    975.000
1971-06-22;--:--;    935.000
1971-06-23;--:--;    935.000
1971-06-24;--:--;    820.000
1971-06-25;--:--;    775.000
1971-06-26;--:--;    735.000
1971-06-27;--:--;    725.000
1971-06-28;--:--;    705.000
1971-06-29;--:--;    685.000
1971-06-30;--:--;    670.000
1971-07-01;--:--;    610.000
1971-07-02;--:--;    590.000
1971-07-03;--:--;    565.000
1971-07-04;--:--;    535.000
1971-07-05;--:--;    525.000
1971-07-06;--:--;    535.000
1971-07-07;--:--;    515.000
1971-07-08;--:--;    489.000
1971-07-09;--:--;    464.000
1971-07-10;--:--;    438.000
1971-07-11;--:--;    430.000
1971-07-12;--:--;    429.000
1971-07-13;--:--;    412.000
1971-07-14;--:--;    390.000
1971-07-15;--:--;    381.000
1971-07-16;--:--;    369.000
1971-07-17;--:--;    360.000
1971-07-18;--:--;    345.000
1971-07-19;--:--;    336.000
1971-07-20;--:--;    334.000
1971-07-21;--:--;    323.000
1971-07-22;--:--;    321.000
1971-07-23;--:--;    321.000
1971-07-24;--:--;    319.000
1971-07-25;--:--;    329.000
1971-07-26;--:--;    345.000
1971-07-27;--:--;    363.000
1971-07-28;--:--;    378.000
1971-07-29;--:--;    394.000
1971-07-30;--:--;    456.000
1971-07-31;--:--;    445.000
1971-08-01;--:--;    403.000
1971-08-02;--:--;    375.000
1971-08-03;--:--;    351.000
1971-08-04;--:--;    359.000
1971-08-05;--:--;    354.000
1971-08-06;--:--;    342.000
1971-08-07;--:--;    330.000
1971-08-08;--:--;    333.000
1971-08-09;--:--;    332.000
1971-08-10;--:--;    324.000
1971-08-11;--:--;    311.000
1971-08-12;--:--;    307.000
1971-08-13;--:--;    311.000
1971-08-14;--:--;    327.000
1971-08-15;--:--;    306.000
1971-08-16;--:--;    298.000
1971-08-17;--:--;    297.000
1971-08-18;--:--;    293.000
1971-08-19;--:--;    292.000
1971-08-20;--:--;    298.000
1971-08-21;--:--;    302.000
1971-08-22;--:--;    348.000
1971-08-23;--:--;    348.000
1971-08-24;--:--;    440.000
1971-08-25;--:--;    443.000
1971-08-26;--:--;    469.000
1971-08-27;--:--;    487.000
1971-08-28;--:--;    483.000
1971-08-29;--:--;    469.000
1971-08-30;--:--;    454.000
1971-08-31;--:--;    461.000
1971-09-01;--:--;    454.000
1971-09-02;--:--;    439.000
1971-09-03;--:--;    435.000
1971-09-04;--:--;    418.000
1971-09-05;--:--;    393.000
1971-09-06;--:--;    378.000
1971-09-07;--:--;    358.000
1971-09-08;--:--;    371.000
1971-09-09;--:--;    351.000
1971-09-10;--:--;    337.000
1971-09-11;--:--;    327.000
1971-09-12;--:--;    328.000
1971-09-13;--:--;    328.000
1971-09-14;--:--;    348.000
1971-09-15;--:--;    366.000
1971-09-16;--:--;    356.000
1971-09-17;--:--;    339.000
1971-09-18;--:--;    325.000
1971-09-19;--:--;    324.000
1971-09-20;--:--;    318.000
1971-09-21;--:--;    313.000
1971-09-22;--:--;    324.000
1971-09-23;--:--;    324.000
1971-09-24;--:--;    323.000
1971-09-25;--:--;    328.000
1971-09-26;--:--;    329.000
1971-09-27;--:--;    324.000
1971-09-28;--:--;    313.000
1971-09-29;--:--;    307.000
1971-09-30;--:--;    305.000
1971-10-01;--:--;    282.000
1971-10-02;--:--;    271.000
1971-10-03;--:--;    260.000
1971-10-04;--:--;    256.000
1971-10-05;--:--;    249.000
1971-10-06;--:--;    245.000
1971-10-07;--:--;    238.000
1971-10-08;--:--;    231.000
1971-10-09;--:--;    228.000
1971-10-10;--:--;    227.000
1971-10-11;--:--;    224.000
1971-10-12;--:--;    230.000
1971-10-13;--:--;    230.000
1971-10-14;--:--;    234.000
1971-10-15;--:--;    234.000
1971-10-16;--:--;    236.000
1971-10-17;--:--;    247.000
1971-10-18;--:--;    256.000
1971-10-19;--:--;    251.000
1971-10-20;--:--;    256.000
1971-10-21;--:--;    257.000
1971-10-22;--:--;    258.000
1971-10-23;--:--;    258.000
1971-10-24;--:--;    245.000
1971-10-25;--:--;    242.000
1971-10-26;--:--;    247.000
1971-10-27;--:--;    237.000
1971-10-28;--:--;    224.000
1971-10-29;--:--;    229.000
1971-10-30;--:--;    232.000
1971-10-31;--:--;    230.000
1971-11-01;--:--;    227.000
1971-11-02;--:--;    229.000
1971-11-03;--:--;    228.000
1971-11-04;--:--;    223.000
1971-11-05;--:--;    225.000
1971-11-06;--:--;    230.000
1971-11-07;--:--;    230.000
1971-11-08;--:--;    233.000
1971-11-09;--:--;    238.000
1971-11-10;--:--;    240.000
1971-11-11;--:--;    254.000
1971-11-12;--:--;    262.000
1971-11-13;--:--;    271.000
1971-11-14;--:--;    260.000
1971-11-15;--:--;    247.000
1971-11-16;--:--;    249.000
1971-11-17;--:--;    249.000
1971-11-18;--:--;    264.000
1971-11-19;--:--;    283.000
1971-11-20;--:--;    288.000
1971-11-21;--:--;    306.000
1971-11-22;--:--;    315.000
1971-11-23;--:--;    315.000
1971-11-24;--:--;    387.000
1971-11-25;--:--;    421.000
1971-11-26;--:--;    449.000
1971-11-27;--:--;    477.000
1971-11-28;--:--;    493.000
1971-11-29;--:--;    530.000
1971-11-30;--:--;    540.000
1971-12-01;--:--;    530.000
1971-12-02;--:--;    520.000
1971-12-03;--:--;    530.000
1971-12-04;--:--;    570.000
1971-12-05;--:--;    600.000
1971-12-06;--:--;    600.000
1971-12-07;--:--;    585.000
1971-12-08;--:--;    580.000
1971-12-09;--:--;    570.000
1971-12-10;--:--;    545.000
1971-12-11;--:--;    525.000
1971-12-12;--:--;    495.000
1971-12-13;--:--;    473.000
1971-12-14;--:--;    445.000
1971-12-15;--:--;    426.000
1971-12-16;--:--;    421.000
1971-12-17;--:--;    424.000
1971-12-18;--:--;    415.000
1971-12-19;--:--;    407.000
1971-12-20;--:--;    402.000
1971-12-21;--:--;    402.000
1971-12-22;--:--;    399.000
1971-12-23;--:--;    399.000
1971-12-24;--:--;    402.000
1971-12-25;--:--;    395.000
1971-12-26;--:--;    384.000
1971-12-27;--:--;    383.000
1971-12-28;--:--;    385.000
1971-12-29;--:--;    384.000
1971-12-30;--:--;    391.000
1971-12-31;--:--;    396.000
1972-01-01;--:--;    404.000
1972-01-02;--:--;    394.000
1972-01-03;--:--;    389.000
1972-01-04;--:--;    410.000
1972-01-05;--:--;    448.000
1972-01-06;--:--;    490.000
1972-01-07;--:--;    520.000
1972-01-08;--:--;    620.000
1972-01-09;--:--;    725.000
1972-01-10;--:--;    735.000
1972-01-11;--:--;    695.000
1972-01-12;--:--;    640.000
1972-01-13;--:--;    630.000
1972-01-14;--:--;    625.000
1972-01-15;--:--;    610.000
1972-01-16;--:--;    630.000
1972-01-17;--:--;    685.000
1972-01-18;--:--;    735.000
1972-01-19;--:--;    785.000
1972-01-20;--:--;    865.000
1972-01-21;--:--;    960.000
1972-01-22;--:--;   1030.000
1972-01-23;--:--;   1030.000
1972-01-24;--:--;   1010.000
1972-01-25;--:--;    930.000
1972-01-26;--:--;    905.000
1972-01-27;--:--;    920.000
1972-01-28;--:--;    990.000
1972-01-29;--:--;   1100.000
1972-01-30;--:--;   1200.000
1972-01-31;--:--;   1220.000
1972-02-01;--:--;   1200.000
1972-02-02;--:--;   1200.000
1972-02-03;--:--;   1160.000
1972-02-04;--:--;   1080.000
1972-02-05;--:--;   1030.000
1972-02-06;--:--;   1030.000
1972-02-07;--:--;   1050.000
1972-02-08;--:--;   1110.000
1972-02-09;--:--;   1170.000
1972-02-10;--:--;   1210.000
1972-02-11;--:--;   1210.000
1972-02-12;--:--;   1200.000
1972-02-13;--:--;   1310.000
1972-02-14;--:--;   1630.000
1972-02-15;--:--;   1910.000
1972-02-16;--:--;   2140.000
1972-02-17;--:--;   2220.000
1972-02-18;--:--;   2330.000
1972-02-19;--:--;   2490.000
1972-02-20;--:--;   2640.000
1972-02-21;--:--;   2560.000
1972-02-22;--:--;   2300.000
1972-02-23;--:--;   2300.000
1972-02-24;--:--;   1950.000
1972-02-25;--:--;   1840.000
1972-02-26;--:--;   1730.000
1972-02-27;--:--;   1630.000
1972-02-28;--:--;   1540.000
1972-02-29;--:--;   1440.000
1972-03-01;--:--;   1340.000
1972-03-02;--:--;   1290.000
1972-03-03;--:--;   1240.000
1972-03-04;--:--;   1210.000
1972-03-05;--:--;   1270.000
1972-03-06;--:--;   1450.000
1972-03-07;--:--;   1670.000
1972-03-08;--:--;   1780.000
1972-03-09;--:--;   1840.000
1972-03-10;--:--;   1790.000
1972-03-11;--:--;   1700.000
1972-03-12;--:--;   1560.000
1972-03-13;--:--;   1410.000
1972-03-14;--:--;   1280.000
1972-03-15;--:--;   1180.000
1972-03-16;--:--;   1100.000
1972-03-17;--:--;   1040.000
1972-03-18;--:--;    990.000
1972-03-19;--:--;    950.000
1972-03-20;--:--;    945.000
1972-03-21;--:--;    935.000
1972-03-22;--:--;    900.000
1972-03-23;--:--;    900.000
1972-03-24;--:--;    840.000
1972-03-25;--:--;    810.000
1972-03-26;--:--;    795.000
1972-03-27;--:--;    765.000
1972-03-28;--:--;    745.000
1972-03-29;--:--;    720.000
1972-03-30;--:--;    740.000
1972-03-31;--:--;    725.000
1972-04-01;--:--;    710.000
1972-04-02;--:--;    705.000
1972-04-03;--:--;    690.000
1972-04-04;--:--;    670.000
1972-04-05;--:--;    655.000
1972-04-06;--:--;    645.000
1972-04-07;--:--;    660.000
1972-04-08;--:--;    675.000
1972-04-09;--:--;    675.000
1972-04-10;--:--;    690.000
1972-04-11;--:--;    720.000
1972-04-12;--:--;    745.000
1972-04-13;--:--;    780.000
1972-04-14;--:--;    810.000
1972-04-15;--:--;    840.000
1972-04-16;--:--;    855.000
1972-04-17;--:--;    890.000
1972-04-18;--:--;    855.000
1972-04-19;--:--;    805.000
1972-04-20;--:--;    790.000
1972-04-21;--:--;    750.000
1972-04-22;--:--;    725.000
1972-04-23;--:--;    725.000
1972-04-24;--:--;    660.000
1972-04-25;--:--;    640.000
1972-04-26;--:--;    630.000
1972-04-27;--:--;    650.000
1972-04-28;--:--;    640.000
1972-04-29;--:--;    615.000
1972-04-30;--:--;    605.000
1972-05-01;--:--;    635.000
1972-05-02;--:--;    650.000
1972-05-03;--:--;    630.000
1972-05-04;--:--;    605.000
1972-05-05;--:--;    565.000
1972-05-06;--:--;    535.000
1972-05-07;--:--;    530.000
1972-05-08;--:--;    530.000
1972-05-09;--:--;    515.000
1972-05-10;--:--;    505.000
1972-05-11;--:--;    505.000
1972-05-12;--:--;    515.000
1972-05-13;--:--;    510.000
1972-05-14;--:--;    515.000
1972-05-15;--:--;    510.000
1972-05-16;--:--;    505.000
1972-05-17;--:--;    485.000
1972-05-18;--:--;    482.000
1972-05-19;--:--;    479.000
1972-05-20;--:--;    491.000
1972-05-21;--:--;    525.000
1972-05-22;--:--;    550.000
1972-05-23;--:--;    550.000
1972-05-24;--:--;    540.000
1972-05-25;--:--;    540.000
1972-05-26;--:--;    565.000
1972-05-27;--:--;    580.000
1972-05-28;--:--;    550.000
1972-05-29;--:--;    510.000
1972-05-30;--:--;    488.000
1972-05-31;--:--;    477.000
1972-06-01;--:--;    470.000
1972-06-02;--:--;    466.000
1972-06-03;--:--;    434.000
1972-06-04;--:--;    426.000
1972-06-05;--:--;    412.000
1972-06-06;--:--;    417.000
1972-06-07;--:--;    418.000
1972-06-08;--:--;    412.000
1972-06-09;--:--;    432.000
1972-06-10;--:--;    441.000
1972-06-11;--:--;    438.000
1972-06-12;--:--;    441.000
1972-06-13;--:--;    438.000
1972-06-14;--:--;    438.000
1972-06-15;--:--;    445.000
1972-06-16;--:--;    425.000
1972-06-17;--:--;    402.000
1972-06-18;--:--;    389.000
1972-06-19;--:--;    381.000
1972-06-20;--:--;    379.000
1972-06-21;--:--;    369.000
1972-06-22;--:--;    369.000
1972-06-23;--:--;    369.000
1972-06-24;--:--;    363.000
1972-06-25;--:--;    336.000
1972-06-26;--:--;    319.000
1972-06-27;--:--;    308.000
1972-06-28;--:--;    301.000
1972-06-29;--:--;    293.000
1972-06-30;--:--;    282.000
1972-07-01;--:--;    282.000
1972-07-02;--:--;    278.000
1972-07-03;--:--;    275.000
1972-07-04;--:--;    266.000
1972-07-05;--:--;    266.000
1972-07-06;--:--;    282.000
1972-07-07;--:--;    286.000
1972-07-08;--:--;    282.000
1972-07-09;--:--;    286.000
1972-07-10;--:--;    280.000
1972-07-11;--:--;    275.000
1972-07-12;--:--;    271.000
1972-07-13;--:--;    260.000
1972-07-14;--:--;    257.000
1972-07-15;--:--;    253.000
1972-07-16;--:--;    244.000
1972-07-17;--:--;    237.000
1972-07-18;--:--;    230.000
1972-07-19;--:--;    228.000
1972-07-20;--:--;    219.000
1972-07-21;--:--;    216.000
1972-07-22;--:--;    222.000
1972-07-23;--:--;    222.000
1972-07-24;--:--;    234.000
1972-07-25;--:--;    232.000
1972-07-26;--:--;    234.000
1972-07-27;--:--;    231.000
1972-07-28;--:--;    238.000
1972-07-29;--:--;    234.000
1972-07-30;--:--;    226.000
1972-07-31;--:--;    222.000
1972-08-01;--:--;    216.000
1972-08-02;--:--;    217.000
1972-08-03;--:--;    229.000
1972-08-04;--:--;    235.000
1972-08-05;--:--;    232.000
1972-08-06;--:--;    226.000
1972-08-07;--:--;    214.000
1972-08-08;--:--;    210.000
1972-08-09;--:--;    204.000
1972-08-10;--:--;    203.000
1972-08-11;--:--;    197.000
1972-08-12;--:--;    198.000
1972-08-13;--:--;    200.000
1972-08-14;--:--;    207.000
1972-08-15;--:--;    257.000
1972-08-16;--:--;    275.000
1972-08-17;--:--;    312.000
1972-08-18;--:--;    340.000
1972-08-19;--:--;    318.000
1972-08-20;--:--;    302.000
1972-08-21;--:--;    286.000
1972-08-22;--:--;    275.000
1972-08-23;--:--;    275.000
1972-08-24;--:--;    258.000
1972-08-25;--:--;    249.000
1972-08-26;--:--;    237.000
1972-08-27;--:--;    237.000
1972-08-28;--:--;    235.000
1972-08-29;--:--;    232.000
1972-08-30;--:--;    251.000
1972-08-31;--:--;    229.000
1972-09-01;--:--;    226.000
1972-09-02;--:--;    237.000
1972-09-03;--:--;    255.000
1972-09-04;--:--;    257.000
1972-09-05;--:--;    277.000
1972-09-06;--:--;    286.000
1972-09-07;--:--;    293.000
1972-09-08;--:--;    280.000
1972-09-09;--:--;    271.000
1972-09-10;--:--;    264.000
1972-09-11;--:--;    249.000
1972-09-12;--:--;    246.000
1972-09-13;--:--;    275.000
1972-09-14;--:--;    277.000
1972-09-15;--:--;    271.000
1972-09-16;--:--;    263.000
1972-09-17;--:--;    235.000
1972-09-18;--:--;    234.000
1972-09-19;--:--;    234.000
1972-09-20;--:--;    242.000
1972-09-21;--:--;    260.000
1972-09-22;--:--;    264.000
1972-09-23;--:--;    264.000
1972-09-24;--:--;    249.000
1972-09-25;--:--;    234.000
1972-09-26;--:--;    231.000
1972-09-27;--:--;    225.000
1972-09-28;--:--;    220.000
1972-09-29;--:--;    220.000
1972-09-30;--:--;    222.000
1972-10-01;--:--;    216.000
1972-10-02;--:--;    207.000
1972-10-03;--:--;    208.000
1972-10-04;--:--;    207.000
1972-10-05;--:--;    201.000
1972-10-06;--:--;    201.000
1972-10-07;--:--;    198.000
1972-10-08;--:--;    192.000
1972-10-09;--:--;    188.000
1972-10-10;--:--;    186.000
1972-10-11;--:--;    192.000
1972-10-12;--:--;    194.000
1972-10-13;--:--;    204.000
1972-10-14;--:--;    203.000
1972-10-15;--:--;    210.000
1972-10-16;--:--;    210.000
1972-10-17;--:--;    210.000
1972-10-18;--:--;    216.000
1972-10-19;--:--;    235.000
1972-10-20;--:--;    264.000
1972-10-21;--:--;    273.000
1972-10-22;--:--;    269.000
1972-10-23;--:--;    269.000
1972-10-24;--:--;    269.000
1972-10-25;--:--;    249.000
1972-10-26;--:--;    249.000
1972-10-27;--:--;    240.000
1972-10-28;--:--;    244.000
1972-10-29;--:--;    238.000
1972-10-30;--:--;    235.000
1972-10-31;--:--;    238.000
1972-11-01;--:--;    251.000
1972-11-02;--:--;    260.000
1972-11-03;--:--;    275.000
1972-11-04;--:--;    297.000
1972-11-05;--:--;    310.000
1972-11-06;--:--;    312.000
1972-11-07;--:--;    308.000
1972-11-08;--:--;    306.000
1972-11-09;--:--;    300.000
1972-11-10;--:--;    299.000
1972-11-11;--:--;    291.000
1972-11-12;--:--;    289.000
1972-11-13;--:--;    291.000
1972-11-14;--:--;    302.000
1972-11-15;--:--;    337.000
1972-11-16;--:--;    395.000
1972-11-17;--:--;    420.000
1972-11-18;--:--;    493.000
1972-11-19;--:--;    565.000
1972-11-20;--:--;    630.000
1972-11-21;--:--;    680.000
1972-11-22;--:--;    735.000
1972-11-23;--:--;    735.000
1972-11-24;--:--;    850.000
1972-11-25;--:--;   1040.000
1972-11-26;--:--;   1110.000
1972-11-27;--:--;   1230.000
1972-11-28;--:--;   1320.000
1972-11-29;--:--;   1270.000
1972-11-30;--:--;   1130.000
1972-12-01;--:--;    995.000
1972-12-02;--:--;    880.000
1972-12-03;--:--;    835.000
1972-12-04;--:--;    825.000
1972-12-05;--:--;    815.000
1972-12-06;--:--;    825.000
1972-12-07;--:--;    835.000
1972-12-08;--:--;    825.000
1972-12-09;--:--;    835.000
1972-12-10;--:--;    865.000
1972-12-11;--:--;    870.000
1972-12-12;--:--;    865.000
1972-12-13;--:--;    940.000
1972-12-14;--:--;   1100.000
1972-12-15;--:--;   1150.000
1972-12-16;--:--;   1110.000
1972-12-17;--:--;   1020.000
1972-12-18;--:--;    935.000
1972-12-19;--:--;    870.000
1972-12-20;--:--;    815.000
1972-12-21;--:--;    755.000
1972-12-22;--:--;    715.000
1972-12-23;--:--;    715.000
1972-12-24;--:--;    650.000
1972-12-25;--:--;    625.000
1972-12-26;--:--;    615.000
1972-12-27;--:--;    585.000
1972-12-28;--:--;    560.000
1972-12-29;--:--;    565.000
1972-12-30;--:--;    555.000
1972-12-31;--:--;    545.000
1973-01-01;--:--;    605.000
1973-01-02;--:--;    625.000
1973-01-03;--:--;    655.000
1973-01-04;--:--;    725.000
1973-01-05;--:--;    735.000
1973-01-06;--:--;    695.000
1973-01-07;--:--;    675.000
1973-01-08;--:--;    655.000
1973-01-09;--:--;    630.000
1973-01-10;--:--;    595.000
1973-01-11;--:--;    575.000
1973-01-12;--:--;    560.000
1973-01-13;--:--;    545.000
1973-01-14;--:--;    530.000
1973-01-15;--:--;    525.000
1973-01-16;--:--;    530.000
1973-01-17;--:--;    530.000
1973-01-18;--:--;    545.000
1973-01-19;--:--;    545.000
1973-01-20;--:--;    550.000
1973-01-21;--:--;    590.000
1973-01-22;--:--;    645.000
1973-01-23;--:--;    645.000
1973-01-24;--:--;    755.000
1973-01-25;--:--;    820.000
1973-01-26;--:--;    825.000
1973-01-27;--:--;    805.000
1973-01-28;--:--;    770.000
1973-01-29;--:--;    790.000
1973-01-30;--:--;   1040.000
1973-01-31;--:--;   1170.000
1973-02-01;--:--;   1240.000
1973-02-02;--:--;   1380.000
1973-02-03;--:--;   1450.000
1973-02-04;--:--;   1400.000
1973-02-05;--:--;   1320.000
1973-02-06;--:--;   1240.000
1973-02-07;--:--;   1150.000
1973-02-08;--:--;   1060.000
1973-02-09;--:--;    990.000
1973-02-10;--:--;    930.000
1973-02-11;--:--;    900.000
1973-02-12;--:--;    875.000
1973-02-13;--:--;    880.000
1973-02-14;--:--;    975.000
1973-02-15;--:--;   1180.000
1973-02-16;--:--;   1310.000
1973-02-17;--:--;   1320.000
1973-02-18;--:--;   1330.000
1973-02-19;--:--;   1310.000
1973-02-20;--:--;   1230.000
1973-02-21;--:--;   1140.000
1973-02-22;--:--;   1090.000
1973-02-23;--:--;   1090.000
1973-02-24;--:--;   1030.000
1973-02-25;--:--;   1080.000
1973-02-26;--:--;   1190.000
1973-02-27;--:--;   1430.000
1973-02-28;--:--;   1550.000
1973-03-01;--:--;   1600.000
1973-03-02;--:--;   1590.000
1973-03-03;--:--;   1510.000
1973-03-04;--:--;   1390.000
1973-03-05;--:--;   1270.000
1973-03-06;--:--;   1180.000
1973-03-07;--:--;   1100.000
1973-03-08;--:--;   1030.000
1973-03-09;--:--;   1000.000
1973-03-10;--:--;    945.000
1973-03-11;--:--;    900.000
1973-03-12;--:--;    880.000
1973-03-13;--:--;    845.000
1973-03-14;--:--;    820.000
1973-03-15;--:--;    795.000
1973-03-16;--:--;    780.000
1973-03-17;--:--;    755.000
1973-03-18;--:--;    735.000
1973-03-19;--:--;    705.000
1973-03-20;--:--;    675.000
1973-03-21;--:--;    655.000
1973-03-22;--:--;    635.000
1973-03-23;--:--;    635.000
1973-03-24;--:--;    615.000
1973-03-25;--:--;    610.000
1973-03-26;--:--;    580.000
1973-03-27;--:--;    575.000
1973-03-28;--:--;    600.000
1973-03-29;--:--;    610.000
1973-03-30;--:--;    610.000
1973-03-31;--:--;    610.000
1973-04-01;--:--;    610.000
1973-04-02;--:--;    620.000
1973-04-03;--:--;    600.000
1973-04-04;--:--;    605.000
1973-04-05;--:--;    610.000
1973-04-06;--:--;    600.000
1973-04-07;--:--;    580.000
1973-04-08;--:--;    570.000
1973-04-09;--:--;    570.000
1973-04-10;--:--;    545.000
1973-04-11;--:--;    540.000
1973-04-12;--:--;    520.000
1973-04-13;--:--;    505.000
1973-04-14;--:--;    498.000
1973-04-15;--:--;    495.000
1973-04-16;--:--;    489.000
1973-04-17;--:--;    489.000
1973-04-18;--:--;    479.000
1973-04-19;--:--;    479.000
1973-04-20;--:--;    482.000
1973-04-21;--:--;    482.000
1973-04-22;--:--;    476.000
1973-04-23;--:--;    476.000
1973-04-24;--:--;    473.000
1973-04-25;--:--;    467.000
1973-04-26;--:--;    500.000
1973-04-27;--:--;    540.000
1973-04-28;--:--;    505.000
1973-04-29;--:--;    510.000
1973-04-30;--:--;    530.000
1973-05-01;--:--;    570.000
1973-05-02;--:--;    615.000
1973-05-03;--:--;    675.000
1973-05-04;--:--;    655.000
1973-05-05;--:--;    675.000
1973-05-06;--:--;    710.000
1973-05-07;--:--;    740.000
1973-05-08;--:--;    745.000
1973-05-09;--:--;    745.000
1973-05-10;--:--;    735.000
1973-05-11;--:--;    700.000
1973-05-12;--:--;    695.000
1973-05-13;--:--;    675.000
1973-05-14;--:--;    650.000
1973-05-15;--:--;    605.000
1973-05-16;--:--;    555.000
1973-05-17;--:--;    525.000
1973-05-18;--:--;    500.000
1973-05-19;--:--;    482.000
1973-05-20;--:--;    467.000
1973-05-21;--:--;    464.000
1973-05-22;--:--;    455.000
1973-05-23;--:--;    455.000
1973-05-24;--:--;    510.000
1973-05-25;--:--;    515.000
1973-05-26;--:--;    485.000
1973-05-27;--:--;    464.000
1973-05-28;--:--;    470.000
1973-05-29;--:--;    470.000
1973-05-30;--:--;    461.000
1973-05-31;--:--;    452.000
1973-06-01;--:--;    492.000
1973-06-02;--:--;    500.000
1973-06-03;--:--;    545.000
1973-06-04;--:--;    810.000
1973-06-05;--:--;    880.000
1973-06-06;--:--;    880.000
1973-06-07;--:--;    825.000
1973-06-08;--:--;    710.000
1973-06-09;--:--;    595.000
1973-06-10;--:--;    500.000
1973-06-11;--:--;    467.000
1973-06-12;--:--;    452.000
1973-06-13;--:--;    440.000
1973-06-14;--:--;    455.000
1973-06-15;--:--;    443.000
1973-06-16;--:--;    415.000
1973-06-17;--:--;    407.000
1973-06-18;--:--;    429.000
1973-06-19;--:--;    440.000
1973-06-20;--:--;    440.000
1973-06-21;--:--;    422.000
1973-06-22;--:--;    410.000
1973-06-23;--:--;    410.000
1973-06-24;--:--;    368.000
1973-06-25;--:--;    326.000
1973-06-26;--:--;    312.000
1973-06-27;--:--;    294.000
1973-06-28;--:--;    294.000
1973-06-29;--:--;    306.000
1973-06-30;--:--;    318.000
1973-07-01;--:--;    320.000
1973-07-02;--:--;    314.000
1973-07-03;--:--;    297.000
1973-07-04;--:--;    270.000
1973-07-05;--:--;    266.000
1973-07-06;--:--;    261.000
1973-07-07;--:--;    247.000
1973-07-08;--:--;    232.000
1973-07-09;--:--;    230.000
1973-07-10;--:--;    224.000
1973-07-11;--:--;    214.000
1973-07-12;--:--;    211.000
1973-07-13;--:--;    206.000
1973-07-14;--:--;    214.000
1973-07-15;--:--;    208.000
1973-07-16;--:--;    204.000
1973-07-17;--:--;    214.000
1973-07-18;--:--;    218.000
1973-07-19;--:--;    221.000
1973-07-20;--:--;    232.000
1973-07-21;--:--;    232.000
1973-07-22;--:--;    226.000
1973-07-23;--:--;    226.000
1973-07-24;--:--;    236.000
1973-07-25;--:--;    257.000
1973-07-26;--:--;    261.000
1973-07-27;--:--;    268.000
1973-07-28;--:--;    290.000
1973-07-29;--:--;    335.000
1973-07-30;--:--;    398.000
1973-07-31;--:--;    401.000
1973-08-01;--:--;    449.000
1973-08-02;--:--;    443.000
1973-08-03;--:--;    419.000
1973-08-04;--:--;    404.000
1973-08-05;--:--;    392.000
1973-08-06;--:--;    362.000
1973-08-07;--:--;    341.000
1973-08-08;--:--;    314.000
1973-08-09;--:--;    305.000
1973-08-10;--:--;    284.000
1973-08-11;--:--;    280.000
1973-08-12;--:--;    272.000
1973-08-13;--:--;    255.000
1973-08-14;--:--;    242.000
1973-08-15;--:--;    226.000
1973-08-16;--:--;    215.000
1973-08-17;--:--;    206.000
1973-08-18;--:--;    203.000
1973-08-19;--:--;    193.000
1973-08-20;--:--;    197.000
1973-08-21;--:--;    195.000
1973-08-22;--:--;    193.000
1973-08-23;--:--;    193.000
1973-08-24;--:--;    190.000
1973-08-25;--:--;    198.000
1973-08-26;--:--;    200.000
1973-08-27;--:--;    198.000
1973-08-28;--:--;    190.000
1973-08-29;--:--;    179.000
1973-08-30;--:--;    176.000
1973-08-31;--:--;    185.000
1973-09-01;--:--;    185.000
1973-09-02;--:--;    186.000
1973-09-03;--:--;    189.000
1973-09-04;--:--;    196.000
1973-09-05;--:--;    211.000
1973-09-06;--:--;    193.000
1973-09-07;--:--;    183.000
1973-09-08;--:--;    175.000
1973-09-09;--:--;    167.000
1973-09-10;--:--;    161.000
1973-09-11;--:--;    169.000
1973-09-12;--:--;    196.000
1973-09-13;--:--;    178.000
1973-09-14;--:--;    165.000
1973-09-15;--:--;    160.000
1973-09-16;--:--;    154.000
1973-09-17;--:--;    152.000
1973-09-18;--:--;    154.000
1973-09-19;--:--;    170.000
1973-09-20;--:--;    175.000
1973-09-21;--:--;    186.000
1973-09-22;--:--;    185.000
1973-09-23;--:--;    185.000
1973-09-24;--:--;    175.000
1973-09-25;--:--;    173.000
1973-09-26;--:--;    190.000
1973-09-27;--:--;    192.000
1973-09-28;--:--;    190.000
1973-09-29;--:--;    203.000
1973-09-30;--:--;    223.000
1973-10-01;--:--;    226.000
1973-10-02;--:--;    232.000
1973-10-03;--:--;    232.000
1973-10-04;--:--;    240.000
1973-10-05;--:--;    221.000
